name,category,review.point,price,currency,description.1.2247.
"Royal Mile Whiskies 40 year old, 47.1%",Blended Malt Scotch Whisky,87,288,$,"The latest incarnation of Springbank’s Longrow Red matured for 11 years in port casks before being bottled at cask strength. The nose is sweet, with cherries, caramel, new leather, chewing tobacco, and soft peat. Voluptuous in the mouth, with a palate of rich peat, summer berries, and toffee apples, with growing spice notes, and light oak. Lengthy in the finish, with cinnamon, peat, sweet oak, and red berries."
"Signatory Vintage 10 year old (distilled at Edradour, Cask 41), 46%",Single Malt Scotch,87,78,$,"I am hopeful this blended whisky has benefited from the alligator char treatment to contribute to the deep, rich color and charred smoke notes on the nose. A thick, velvety mouthfeel, with butter toffee, toasted marshmallows going gooey on a stick, great spices, vanilla, whole nutmeg, chicory, and the crust of a well-fired fruit loaf leaving some sooty cinders on the finish. A mighty fireside companion and my favorite Grand Macnish to date."
"Jura 16 year old Diurachs’ Own, 43%",Single Malt Scotch,87,65,$,"Full gold. Big, robust, and sweetly fragrant, with honeysuckle, stewing elderflower. There’s some oak, but it’s not dominant. The palate starts creamy, then there’s some caramel toffee with good distillery character. It melds freshness with the extra weight gained by gentle maturation. There’s coconut and cassia on the end. You lose the sweetness with water, but you get more blossom and oak. Personally I’d go for it neat and sip slowly as a perfect summer dram. £130"
"Compass Box Enlightenment, 46%",Blended Malt Scotch Whisky,87,80,$,"BenRiach releases of this age are often peated or in a special barrel; here, we have an unpeated, non-barrel finish release. The nose is inviting, with Honeycrisp apple, toffee, malt, and a touch of oak. A very flavorful entry presents lush toffee, apple, malt, and ginger. The spice increases in the mid-palate, as well as the heat, but we don’t get much added complexity. A long, flavorful, and slightly dry finish round out a very tasty but ultimately simplistic whisky. (U.S. only)"
"Mannochmore 25 year old, 53.4%",Single Malt Scotch,87,400,$,"An Islay single malt of unknown origin aged in a bourbon barrel showcases many of the classic notes of a peated malt of this age with smoke, iodine, paste, and oak. On the palate the smoky peat unfolds nicely, as it’s exquisitely balanced by honey, salt, and caramel. The smoke intensifies in the mid-palate but never loses its balance with the sweeter undertones. A dry, long, smoky finish caps off a well-integrated and very enjoyable mystery malt. (U.S. only)"
"BenRiach Tawny Port Wood Finish 21 year old, 46%",Single Malt Scotch,87,137,$,"Soft and direct. The initial impression is of birthday cake icing with marzipan beneath, then comes preserved lemon, greengage, and discreet maltiness. It becomes more scented (linden/privet blossom) in time. The palate is a little strong initially, then a hint of coconut. Improves further with water, showing a fascinating, subtle evolution: herbal with iris flowers. A classy dram from an overlooked distillery. Check it out. £53"
"Glenfiddich Project XX, 47%",Single Malt Scotch,87,62,$,"This is Mortlach in musing mode. An aroma that initially brings to mind a woolen mill, then opens into sweet spice, light syrup, with the sense of the distillery’s weight always present. A rippling kind of muscularity with some rapeseed oil. With water the palate starts lighter and more fruity than you’d expect, then comes rooty weight with, yes, a distinctly gingery slant. Water shows more beeswax/honeycomb. Substantial and spicy. £85"
" GlenDronach Cask Strength (batch 5), 55.3%",Single Malt Scotch,87,72,$,"The most expensive of Glen Scotia’s new trio has been finished in deeply-charred barrels and bottled non-chill filtered at cask strength. Soft and sweet on the nose, with peaches, fudge, and a hint of oak. Full-bodied and slightly oily on the palate, with wood spices, vanilla, and blackberries. Smoky ginger and lively char in the lengthy finish."
"Douglas Laing Scallywag Cask Strength (batch 2), 54.1%",Blended Malt Scotch Whisky,87,62,$,"The final cornerstone of Douglas Laing’s Remarkable Regional Malts range, this blended malt celebrates the best from the Islands. The peat smoke finds harmony with the nose of pine, lemon curd, dewy lawns, and vanilla fudge. This is gloriously full-flavored; the peatiness certainly delivers, but there is a pleasant nip of saltiness too. The black pepper finish leads to a long lasting salty smack on the lips. Make this your hipflask essential for bracing excursions along the shoreline. £38"
"That Boutique-y Whisky Company Islay Blended Malt #1 23 year old, 46.3%",Blended Malt Scotch Whisky,87,102,$,"Fruits are to the fore here, super ripe, and dark in hue: think of plump plums, sweet black grapes, and hedgerow berries. That said, it is never heavy, as if it’s just the aromatics of the fruits which have been preserved. In time, some dried flowers emerge. The palate is equally sweet, with a little caramel and spice. It fades gently. Impressive and well worth a look. I wonder whether the new Dalmunach distillery will produce anything like this? £213"
"Scapa Glansa, 40%",Single Malt Scotch,87,72,$,"The 2015 Work in Progress releases are the last before the single malt becomes a permanently-available 12 year old in 2016. 6,000 bottles are available. Creamy malt, marzipan, and vanilla on the nose, with pears, instant coffee, linseed, and a hint of table salt. Soft and slightly oily on the warm, spicy palate, with immediate ripe apples, caramel, and slight smokiness. Long and slowly drying, with a touch of aniseed and brine."
"Black Bull Kyloe, 50%",Blended Scotch Whisky,87,29,$,"It’s only right that the first single malt scotch given a period of time (3 years in this case) in Japanese oak (mizunara) casks is from Beam Suntory-owned Bowmore. It’s a fascinating mix of the vanilla, spice, and incense notes of mizunara and Bowmore’s distillery characteristics. You get rich peat, black pepper, apricot, and peach all playing alongside each other. The palate is clean and lighter than the nose suggests, with a fresh zestiness before the smoke leans back in."
"Benromach Sassicaia Wood Finish 2009, 45%",Single Malt Scotch,87,48,$,"Distilled in 1997 and bottled in 2014, this expression of Dalwhinnie spent a period finishing in oloroso sherry casks. The nose offers honey, ripe oranges, peach blossom, and creamy milk chocolate, with just a wisp of smoke. Full-bodied and sweet on the palate, with orange zest, walnuts, more honey, and fruit spices. The finish is long and warming, with a hint of peat and spicy oak."
"Gordon & MacPhail 10 year old (distilled at Glen Grant), 40%",Single Malt Scotch,87,50,$,"As part of its program to make available single malts from all five of its Scotch whisky distilleries, Bacardi subsidiary John Dewar & Sons has now released a trio of bottlings from Royal Brackla, situated near Nairn in the Scottish Highlands. The 12, 16, and 21 year old expressions are initially available in ten markets, Including the UK, U.S., and Canada.
More restrained on the nose than the 12 and 16 year old variants, with green apples, melons, and damp grass. The palate is silky and refined, with fresh fruits, just a hint of sherry, light spice, and a wisp of smoke. Aniseed and drying old oak in the earthy, lengthy finish."
"anCnoc Rutter, 46%",Single Malt Scotch,87,65,$,"The aromas can be split into four; fresh fruits (raspberry, blueberry), desserts (vanilla custard, bread and butter pudding), antique shop (polished furniture, well-oiled moving parts), and stewed fruits (apple, rhubarb, some old orange peel). Wisps of balsa wood smoke; tangy orange notes build, accompanied by those fresh fruits, sweet oak, aniseed, and white pepper ending on black treacle and gingerbread. The finish is epically long; dry, floral, with parkin, residual wood notes, and further smoke evident. (800 bottles)"
"Gordon & MacPhail Distillery Labels 10 year old (distilled at Scapa), 43%",Single Malt Scotch,87,65,$,"After the 68’s quiet nature, we reach Balvenie in fully mature, robust character—well, as robust as Balvenie ever gets. That means more cask-derived notes of vanilla ice, butterscotch, crème brûlée, and a jag of citrus bringing you to your senses. There’s squidgy caramel toffee and the honey is now fixed in the comb adding that distinct waxiness of old, gently matured whisky. The biggest and sweetest of the series. Excellent."
"Bladnoch Adela 15 year old, 46.7%",Single Malt Scotch,87,138,$,"The aim with Benromach was always to rediscover an older Speyside style, and this shows how well owner Gordon & MacPhail has succeeded. There’s a profound sherried introduction, just a little malt, then it is all fruitcakes and light smoke. The palate is properly old-style and oily, with some pleasing zingy orange peel toward the back of the palate. Chewy and medium-bodied with good layering."
"Classic Cask 23 year old Oloroso Sherry Butt, 43%",Blended Scotch Whisky,87,160,$,"This is the second ‘Green’ release from Springbank, denoting the use of organic barley, following on from a 12 year old in 2014. This variant has been fully matured in sherry casks and 9,000 bottles are available. White pepper, ozone, and wet sand on the early nose. Ultimately, cocoa powder, baked apple, and sultanas. The palate is initially very sweet and spicy, with salt and fruity sherry developing. The finish is medium to long, warming, with a salty tang."
"Talisker Neist Point, 45.8%",Single Malt Scotch,87,180,$,"The first of four ‘chapters’ under the Renaissance banner, all of which will consist of spirit made since Glen Garioch reopened in 1997. This 15 year old release has been matured in sherry and bourbon casks, and 12,000 bottles are available. Ginger features on the early, perfumed nose, with soft toffee, oranges, and dates. Milk chocolate on the creamy palate, where the ginger theme continues, along with cinnamon and caramel. The finish offers rich chocolate and orange, which finally fades. £75"
